xmin	xmax	key	clickSelects	showSelected2	PANEL	group
0.0228124498389661	0.024656337685883	2 0.0237343937624246	X1<0.023734	2	1	517
0.024656337685883	0.0250503565184772	2 0.0248533471021801	X1<0.024853	2	1	518
0.0250503565184772	0.0368684707209468	2 0.030959413619712	X1<0.030959	2	1	520
0.0368684707209468	0.0421755260322243	2 0.0395219983765855	X1<0.039522	2	1	522
0.0421755260322243	0.0449652001261711	2 0.0435703630791977	X1<0.043570	2	1	524
0.0449652001261711	0.0651816572062671	2 0.0550734286662191	X1<0.055073	2	1	529
0.0651816572062671	0.0659355104435235	2 0.0655585838248953	X1<0.065559	2	1	531
0.0659355104435235	0.0749794247094542	2 0.0704574675764889	X1<0.070457	2	1	532
0.0749794247094542	0.0776955692563206	2 0.0763374969828874	X1<0.076337	2	1	534
0.0776955692563206	0.0792641821317375	2 0.078479875694029	X1<0.078480	2	1	536
0.0792641821317375	0.0849897842854261	2 0.0821269832085818	X1<0.082127	2	1	538
0.0849897842854261	0.0871593176852912	2 0.0860745509853587	X1<0.086075	2	1	540
0.0871593176852912	0.0930251874960959	2 0.0900922525906935	X1<0.090092	2	1	542
0.0930251874960959	0.101073444122449	2 0.0970493158092722	X1<0.097049	2	1	544
0.101073444122449	0.105083768488839	2 0.103078606305644	X1<0.103079	2	1	545
0.105083768488839	0.1105548995547	2 0.107819334021769	X1<0.107819	2	1	547
0.1105548995547	0.115084075368941	2 0.11281948746182	X1<0.112819	2	1	549
0.115084075368941	0.11530912690796	2 0.11519660113845	X1<0.115197	2	1	550
0.11530912690796	0.11828445433639	2 0.116796790622175	X1<0.116797	2	1	551
0.11828445433639	0.128676982596517	2 0.123480718466453	X1<0.123481	2	1	553
0.128676982596517	0.129158976720646	2 0.128917979658581	X1<0.128918	2	1	554
0.129158976720646	0.1306202406995	2 0.129889608710073	X1<0.129890	2	1	555
0.1306202406995	0.132372003281489	2 0.131496121990494	X1<0.131496	2	1	556
0.132372003281489	0.138744306750596	2 0.135558155016042	X1<0.135558	2	1	558
0.138744306750596	0.1474177793134	2 0.143081043031998	X1<0.143081	2	1	559
0.1474177793134	0.149246862856671	2 0.148332321085036	X1<0.148332	2	1	561
0.149246862856671	0.150469752028584	2 0.149858307442628	X1<0.149858	2	1	562
0.150469752028584	0.150501440744847	2 0.150485596386716	X1<0.150486	2	1	564
0.150501440744847	0.163200871786103	2 0.156851156265475	X1<0.156851	2	1	566
0.163200871786103	0.164642242016271	2 0.163921556901187	X1<0.163922	2	1	569
0.164642242016271	0.164833495859057	2 0.164737868937664	X1<0.164738	2	1	570
0.164833495859057	0.168051920365542	2 0.166442708112299	X1<0.166443	2	1	571
0.168051920365542	0.172242468455806	2 0.170147194410674	X1<0.170147	2	1	572
0.172242468455806	0.178135111229494	2 0.17518878984265	X1<0.175189	2	1	574
0.178135111229494	0.178453260334209	2 0.178294185781851	X1<0.178294	2	1	575
0.178453260334209	0.180820100707933	2 0.179636680521071	X1<0.179637	2	1	576
0.180820100707933	0.182174213463441	2 0.181497157085687	X1<0.181497	2	1	578
0.182174213463441	0.183373228181154	2 0.182773720822297	X1<0.182774	2	1	579
0.183373228181154	0.184673463227227	2 0.18402334570419	X1<0.184023	2	1	580
0.184673463227227	0.18488225992769	2 0.184777861577459	X1<0.184778	2	1	581
0.18488225992769	0.185263509862125	2 0.185072884894907	X1<0.185073	2	1	582
0.185263509862125	0.19677682663314	2 0.191020168247633	X1<0.191020	2	1	584
0.19677682663314	0.199721848359332	2 0.198249337496236	X1<0.198249	2	1	587
0.199721848359332	0.199976529926062	2 0.199849189142697	X1<0.199849	2	1	588
0.199976529926062	0.200934729538858	2 0.20045562973246	X1<0.200456	2	1	589
0.200934729538858	0.201554203871638	2 0.201244466705248	X1<0.201244	2	1	590
0.201554203871638	0.206109444377944	2 0.203831824124791	X1<0.203832	2	1	592
0.206109444377944	0.218675193376839	2 0.212392318877392	X1<0.212392	2	1	595
0.218675193376839	0.225825461093336	2 0.222250327235088	X1<0.222250	2	1	600
0.225825461093336	0.23889475944452	2 0.232360110268928	X1<0.232360	2	1	603
0.23889475944452	0.240982897812501	2 0.23993882862851	X1<0.239939	2	1	605
0.240982897812501	0.245290916413069	2 0.243136907112785	X1<0.243137	2	1	607
0.245290916413069	0.25675134267658	2 0.251021129544824	X1<0.251021	2	1	609
0.25675134267658	0.260300035355613	2 0.258525689016096	X1<0.258526	2	1	614
0.260300035355613	0.273866681847721	2 0.267083358601667	X1<0.267083	2	1	615
0.273866681847721	0.27540119853802	2 0.274633940192871	X1<0.274634	2	1	617
0.27540119853802	0.275701026665047	2 0.275551112601534	X1<0.275551	2	1	618
0.275701026665047	0.284158946480602	2 0.279929986572824	X1<0.279930	2	1	619
0.284158946480602	0.284870574250817	2 0.28451476036571	X1<0.284515	2	1	620
0.284870574250817	0.285434210672975	2 0.285152392461896	X1<0.285152	2	1	621
0.285434210672975	0.286973854992539	2 0.286204032832757	X1<0.286204	2	1	622
0.286973854992539	0.288059732178226	2 0.287516793585382	X1<0.287517	2	1	624
0.288059732178226	0.291410150937736	2 0.289734941557981	X1<0.289735	2	1	625
0.291410150937736	0.292064977344126	2 0.291737564140931	X1<0.291738	2	1	626
0.292064977344126	0.296887998003513	2 0.294476487673819	X1<0.294476	2	1	627
0.296887998003513	0.297010735142976	2 0.296949366573244	X1<0.296949	2	1	628
0.297010735142976	0.300100281601772	2 0.298555508372374	X1<0.298556	2	1	630
0.300100281601772	0.305103095248342	2 0.302601688425057	X1<0.302602	2	1	631
0.305103095248342	0.310381097486243	2 0.307742096367292	X1<0.307742	2	1	632
0.310381097486243	0.311657001264393	2 0.311019049375318	X1<0.311019	2	1	634
0.311657001264393	0.315865243552253	2 0.313761122408323	X1<0.313761	2	1	635
0.315865243552253	0.323722436791286	2 0.319793840171769	X1<0.319794	2	1	636
0.323722436791286	0.335945603903383	2 0.329834020347334	X1<0.329834	2	1	638
0.335945603903383	0.340068240184337	2 0.33800692204386	X1<0.338007	2	1	639
0.340068240184337	0.34727224893868	2 0.343670244561508	X1<0.343670	2	1	640
0.34727224893868	0.349088410614058	2 0.348180329776369	X1<0.348180	2	1	641
0.349088410614058	0.349396759876981	2 0.34924258524552	X1<0.349243	2	1	643
0.349396759876981	0.350642574951053	2 0.350019667414017	X1<0.350020	2	1	644
0.350642574951053	0.357062590075657	2 0.353852582513355	X1<0.353853	2	1	645
0.357062590075657	0.360762583091855	2 0.358912586583756	X1<0.358913	2	1	647
0.360762583091855	0.373358564451337	2 0.367060573771596	X1<0.367061	2	1	649
0.373358564451337	0.379998879274353	2 0.376678721862845	X1<0.376679	2	1	650
0.379998879274353	0.387549542589113	2 0.383774210931733	X1<0.383774	2	1	652
0.387549542589113	0.387944190762937	2 0.387746866676025	X1<0.387747	2	1	653
0.387944190762937	0.388144757598639	2 0.388044474180788	X1<0.388044	2	1	654
0.388144757598639	0.394047617446631	2 0.391096187522635	X1<0.391096	2	1	655
0.394047617446631	0.397016411880031	2 0.395532014663331	X1<0.395532	2	1	657
0.397016411880031	0.399517551530153	2 0.398266981705092	X1<0.398267	2	1	658
0.399517551530153	0.401101037859917	2 0.400309294695035	X1<0.400309	2	1	659
0.401101037859917	0.402642735978588	2 0.401871886919253	X1<0.401872	2	1	660
0.402642735978588	0.405282181221992	2 0.40396245860029	X1<0.403962	2	1	661
0.405282181221992	0.406686355127022	2 0.405984268174507	X1<0.405984	2	1	663
0.406686355127022	0.426943402737379	2 0.4168148789322	X1<0.416815	2	1	664
0.426943402737379	0.42763907276094	2 0.427291237749159	X1<0.427291	2	1	665
0.42763907276094	0.437488002004102	2 0.432563537382521	X1<0.432564	2	1	667
0.437488002004102	0.440031654201448	2 0.438759828102775	X1<0.438760	2	1	668
0.440031654201448	0.443673961563036	2 0.441852807882242	X1<0.441853	2	1	669
0.443673961563036	0.444809229113162	2 0.444241595338099	X1<0.444242	2	1	670
0.444809229113162	0.453377000289038	2 0.4490931147011	X1<0.449093	2	1	671
0.453377000289038	0.461501105222851	2 0.457439052755944	X1<0.457439	2	1	673
0.461501105222851	0.463808179134503	2 0.462654642178677	X1<0.462655	2	1	675
0.463808179134503	0.468018515501171	2 0.465913347317837	X1<0.465913	2	1	676
0.468018515501171	0.478578082984313	2 0.473298299242742	X1<0.473298	2	1	677
0.478578082984313	0.488773231394589	2 0.483675657189451	X1<0.483676	2	1	681
0.488773231394589	0.501969880890101	2 0.495371556142345	X1<0.495372	2	1	684
0.501969880890101	0.503050235565752	2 0.502510058227926	X1<0.502510	2	1	686
0.503050235565752	0.514281762996689	2 0.50866599928122	X1<0.508666	2	1	688
0.514281762996689	0.533543303376064	2 0.523912533186376	X1<0.523913	2	1	692
0.533543303376064	0.538869451731443	2 0.536206377553754	X1<0.536206	2	1	694
0.538869451731443	0.544004307826981	2 0.541436879779212	X1<0.541437	2	1	695
0.544004307826981	0.54998374171555	2 0.546994024771266	X1<0.546994	2	1	697
0.54998374171555	0.55267406697385	2 0.5513289043447	X1<0.551329	2	1	698
0.55267406697385	0.560387630248442	2 0.556530848611146	X1<0.556531	2	1	699
0.560387630248442	0.562836518744007	2 0.561612074496225	X1<0.561612	2	1	700
