xmin	xmax	key	clickSelects	showSelected2	PANEL	group
0.779880527406931	0.780252998694778	4 0.780066763050854	X1<0.780067	4	1	902
0.780252998694778	0.785878912778571	4 0.783065955736674	X1<0.783066	4	1	903
0.785878912778571	0.810397262685001	4 0.798138087731786	X1<0.798138	4	1	904
0.810397262685001	0.811859695473686	4 0.811128479079343	X1<0.811128	4	1	905
0.811859695473686	0.813695673830807	4 0.812777684652247	X1<0.812778	4	1	906
0.813695673830807	0.833448815625161	4 0.823572244727984	X1<0.823572	4	1	907
0.833448815625161	0.84037117776461	4 0.836909996694885	X1<0.836910	4	1	908
0.84037117776461	0.853548452956602	4 0.846959815360606	X1<0.846960	4	1	909
0.853548452956602	0.867844662396237	4 0.86069655767642	X1<0.860697	4	1	910
0.867844662396237	0.885737232398242	4 0.87679094739724	X1<0.876791	4	1	911
0.885737232398242	0.886984157143161	4 0.886360694770701	X1<0.886361	4	1	912
0.886984157143161	0.898971946211532	4 0.892978051677346	X1<0.892978	4	1	913
0.898971946211532	0.903800030937418	4 0.901385988574475	X1<0.901386	4	1	914
0.903800030937418	0.929720221785828	4 0.916760126361623	X1<0.916760	4	1	915
0.929720221785828	0.943839338840917	4 0.936779780313373	X1<0.936780	4	1	916
0.943839338840917	0.945244047325104	4 0.944541693083011	X1<0.944542	4	1	917
0.945244047325104	0.945268080569804	4 0.945256063947454	X1<0.945256	4	1	918
0.945268080569804	0.963759744539857	4 0.95451391255483	X1<0.954514	4	1	919
0.963759744539857	0.974687897600234	4 0.969223821070045	X1<0.969224	4	1	920
0.974687897600234	0.97496451321058	4 0.974826205405407	X1<0.974826	4	1	921
0.97496451321058	0.975481075001881	4 0.97522279410623	X1<0.975223	4	1	922
0.748599962564185	0.755462416447699	5 0.752031189505942	X1<0.752031	5	1	938
0.755462416447699	0.760513313114643	5 0.757987864781171	X1<0.757988	5	1	939
0.760513313114643	0.770027856575325	5 0.765270584844984	X1<0.765271	5	1	941
0.770027856575325	0.794285444775596	5 0.782156650675461	X1<0.782157	5	1	942
0.794285444775596	0.794863823568448	5 0.794574634172022	X1<0.794575	5	1	944
0.794863823568448	0.810192144475877	5 0.802527984022163	X1<0.802528	5	1	946
0.810192144475877	0.817796719493344	5 0.813994431984611	X1<0.813994	5	1	948
0.817796719493344	0.825328013394028	5 0.821562366443686	X1<0.821562	5	1	949
0.825328013394028	0.828922125510871	5 0.82712506945245	X1<0.827125	5	1	951
0.828922125510871	0.836889176862314	5 0.832905651186593	X1<0.832906	5	1	952
0.836889176862314	0.837111808825284	5 0.837000492843799	X1<0.837000	5	1	953
0.837111808825284	0.844429003074765	5 0.840770405950025	X1<0.840770	5	1	954
